tier,basis,case_id,court,date,cause,ruling_quote,cited_statutes,risk,rule_source,flag_for_review
silver,判決關鍵詞抽取(未核對),"SJEV,114,重簡,599,20251205,1",,2025-12-05,遷讓房屋等,㈢原告雖得請求給付違約金，惟兩造約定之違約金過高，應酌減至1倍即每月6萬6666元： ⒈當事人得約定債務人於債務不履行時，應支付違約金；違約 金，除當事人另有訂定外，視為因不履行而生損害之賠償總 額。,,medium,民法252 / 內政部公告:違約金上限1個月租金,Y
silver,判決關鍵詞抽取(未核對),"SJEV,114,重簡,599,20251205,1",,2025-12-05,遷讓房屋等,其約定如債務人不於適當時期或不依適當方法履行債務 時，即須支付違約金者，債權人除得請求履行債務外，違約 金視為因不於適當時期或不依適當方法履行債務所生損害之 賠償總額；約定之違約金額過高者，法院得減至相當之數額 ，民法第250條、第252條分別定有明文。,民法第250條、民法第252條,medium,民法252 / 內政部公告:違約金上限1個月租金,Y
silver,判決關鍵詞抽取(未核對),"SJEV,114,重簡,599,20251205,1",,2025-12-05,遷讓房屋等,故約定之違約金苟 有過高情事，法院即得依此規定核減至相當之數額；此項核 減，法院得以職權為之，亦得由債務人訴請法院核減。,,medium,民法252 / 內政部公告:違約金上限1個月租金,Y
silver,判決關鍵詞抽取(未核對),"SJEV,114,重簡,1338,20251205,1",,2025-12-05,確認租賃關係不存在,另觀系爭區權人 決議及系爭管委會決議內容，顯係將系爭社區內共用之無 障礙機車位，提供住戶作為臨停機車使用，且決議另附註 ：如有住戶符合申請無障礙機車位可優先登記使用（無須 抽籤）等情，亦見其無障礙機車位之使用明顯合於其設置 目的及通常使用之方法，自無違反公寓大廈管理條例第9 條第2項規定之情事，則上開二件決議均非屬無效。,民法第9條,high,,Y
silver,判決關鍵詞抽取(未核對),"SJEV,114,重簡,1657,20251230,1",,2025-12-30,給付租金,"貳、實體事項 一、原告主張：原告將門牌號碼臺北市○○區○○街000巷0號房屋（ 下稱系爭房屋）出租予被告，約定租賃期間自民國113年2月 11日起至115年2月10日止，租金為每月新臺幣（下同）32,0 00元，租金繳交期限為每季10日前支付，另需支付押租金( 即2個月租金)64,000元（下稱系爭租約），然被告未依約給 付113年4月起至同年9月止期間之租金，復於同年10月搬離 系爭房屋，而被告未依約支付租金並毀約，原告依約不須返 還1個月押租金，而僅需扣抵1個月之押租金，是被告尚積欠 原告租金共計160,000元，業經原告催告被告限期返還未果 ，另被告於租賃期間尚積欠原告水電費2,000元",,medium,內政部公告:押金上限2個月租金,Y
silver,判決關鍵詞抽取(未核對),"TPHV,114,重上,219,20251230,1",,2025-12-30,所有權移轉登記,然依侯秋枝所述，上開94年3月間在系爭房屋地下 室約定內容以及上訴人委由陳秀英以○○路房地抵押借款200 萬元給洪石生等節，均係其聽聞上訴人與陳秀英轉述（見本 院卷第226頁），並非侯秋枝親身見聞，而陳秀英已於109年 3月19日死亡（見重司調字卷第59頁），無從傳喚其到庭證 述；侯秋枝與上訴人為夫妻關係，94年10月結婚後即共同居 住於系爭房屋迄今，同居共財，且上訴人主張其交付200萬 元予洪石生之方式，係委託陳秀英以○○路房地為擔保向台北 商銀抵押貸款200萬元，匯給洪石生，再由侯秋枝以陳秀英 名下之○○路房地為擔保向新光銀行抵押貸款 170萬元，供清償陳秀英之系爭貸款餘額，參以上訴人於本,,low,民法429、430:修繕義務,Y
silver,判決關鍵詞抽取(未核對),"TPHV,114,重上,819,20251223,1",,2025-12-23,塗銷所有權移轉登記等,二、經查，被上訴人主張原審共同被告馬美莉積欠其新臺幣（下 同）762萬5334元本息及違約金，嗣於民國112年10月25日將 坐落新北市○○區○○段000地號土地及其上同段0000建號建物 （含共有部分，下合稱系爭房地）以2400萬元出售予上訴人 陳星蓉（下稱系爭買賣契約），並於同年12月6日以買賣為 原因辦理所有權移轉登記（下稱系爭登記），系爭買賣行為 及移轉所有權行為均為通謀虛偽意思表示，依民法第87條第 1項前段規定應屬無效；縱認有效，亦得依民法第244條第2 項規定請求撤銷系爭買賣行為及移轉所有權行為。,民法第87條、民法第244條,high,民法252 / 內政部公告:違約金上限1個月租金,Y
silver,判決關鍵詞抽取(未核對),"TPHV,114,重上,819,20251223,1",,2025-12-23,塗銷所有權移轉登記等,先位聲明 請求確認系爭買賣行為及移轉所有權行為均無效，陳星蓉應 將系爭登記塗銷，回復登記為馬美莉所有；備位聲明請求撤 銷系爭買賣行為及移轉所有權行為，陳星蓉應將系爭登記塗 銷，回復登記為馬美莉所有。,,high,,Y
silver,判決關鍵詞抽取(未核對),"TPHV,113,上,1147,20251224,1",,2025-12-24,返還買賣價金,上訴後，在本院新增主張：該車因相同瑕疵，經送 修4次以上屢修不復，依兩造間買賣契約（下稱系爭契約） 第8條第4項第1款約定，及內政部汽車買賣定型化契約應記 載及不得記載事項（下稱應記載事項）第8條第1項第2款規 定，伊得解除契約；另該車有後行李箱噴水頭漏水、駕駛座 椅滑軌卡死之瑕疵（下合稱甲瑕疵，並與後尾門自動感應打 開、後鏡頭沾水影像模糊問題合稱「系爭瑕疵」），被上訴 人未予修補，就甲瑕疵應負瑕疵擔保責任等語（見本院卷一 195至199頁），核屬不變更訴訟標的而補充事實上及法律上 之陳述，非為訴之追加，合先敘明。,民法第8條,high,民法247-1:定型化契約顯失公平,Y
silver,判決關鍵詞抽取(未核對),"TPHV,113,上,1147,20251224,1",,2025-12-24,返還買賣價金,因系爭車輛之後尾門經常自動感應打開，後鏡 頭沾水影像模糊問題，則係因後鏡頭之安裝不符合交通部車 輛型式安全審驗管理辦法（下稱車輛審驗辦法）關於攝影/ 監看裝置之偵測距離計算之正確規格，致行車視野不符車輛 安全檢測基準（下稱檢測基準）規定，伊就上開後尾門自動 感應打開、後鏡頭沾水影像模糊之瑕疵，於交車後180日內 通知被上訴人就相同瑕疵維修4次以上，均無法回復正常機 能，依系爭契約第8條第4項第1款約定及應記載事項第8條第 1項第2款規定，亦得解除系爭契約。,民法第8條,medium,民法354 / 359:瑕疵擔保,Y
silver,判決關鍵詞抽取(未核對),"TPHV,113,上,1147,20251224,1",,2025-12-24,返還買賣價金,⒊系爭契約第8條第4項第1款，及應記載事項第8條第1項第2款 雖均有：買賣標的物交付後180天內或行駛1萬2千公里內（ 先屆者為準），因相同瑕疵於保養手冊所載之場所，經4次 以上維修仍無法回復正常機能者，買方得解除合約之約定( 見本院卷一317頁、原審卷21頁），然系爭車輛後尾門自動 感應打開功能，既非物之瑕疵，自無上述約定所謂因「相同 瑕疵」要求修繕之問題，上訴人無從據此主張行使解除權。,民法第8條,medium,民法429、430:修繕義務,Y
silver,判決關鍵詞抽取(未核對),"TPHV,114,重上,65,20251231,1",,2025-12-31,不動產所有權移轉登記,況被上訴人自陳其未曾支付購買系爭土地之價金（ 見本院卷第233頁），則其另案離婚事件亦可主張無償取 得系爭土地而依民法第1030條之1第1項第1款之規定，不 列入應分配之婚後財產範圍內，卻於另案離婚事件中具狀 敘明：附表編號2之土地是伊父親為台肥員工而有權向台 肥認購，因此以兩造名義向台肥認購，兩造原打算各負擔 貸款半數，然伊只付款3期，因無力繼續繳納貸款，故與 上訴人商量由上訴人負擔全數貸款，該土地則全部歸上訴 人所有，當時伊曾提供書面給上訴人表示放棄該土地1/2 持分，由上訴人繳納全部貸款，上訴人因信任伊故未要求 立即過戶，嗣後兩造有詢問地政過戶一事，然因土地增值 稅過高而作罷，只好將該土,民法第1030條,medium,,Y
silver,判決關鍵詞抽取(未核對),"TPHV,114,上易,534,20251223,1",,2025-12-23,塗銷所有權移轉登記等,被上訴人上開買賣及所 有權移轉之行為，係通謀虛偽意思表示而無效，且依民法第 113條、第767條第1項規定，吳秋霞有權請求劉瑞麟塗銷系 爭房地之所有權移轉登記，而吳秋霞怠於行使上開權利，爰 代位吳秋霞以先位聲明求為確認被上訴人就系爭房地所為之 買賣行為及所有權移轉登記行為均無效，劉瑞麟並應塗銷系 爭房地所有權移轉登記。,民法第113條、民法第767條,high,,Y
silver,判決關鍵詞抽取(未核對),"TPHV,114,上易,534,20251223,1",,2025-12-23,塗銷所有權移轉登記等,被上訴人間就系爭房地所為之買賣債權行 為及移轉登記物權行為，係通謀而為虛偽意思表示，依民法 第87條第1項本文規定均屬無效，惟於所有權移轉登記塗銷 前，仍足以妨害吳秋霞對於系爭房地所有權之行使，吳秋霞 自得本於民法第113條、第767條第1項規定，請求劉瑞麟塗 銷所有權移轉登記，吳秋霞迄未請求劉瑞麟塗銷，顯怠於行 使其權利。,民法第87條、民法第113條、民法第767條,high,,Y
silver,判決關鍵詞抽取(未核對),"TPHV,114,上易,534,20251223,1",,2025-12-23,塗銷所有權移轉登記等,五、綜上所陳，被上訴人就系爭房地所為買賣及所有權移轉登記 行為，均屬通謀虛偽意思表示，上訴人先位依民法第87條第 1項、第242條、第113條、第767條第1項規定，請求確認被 上訴人間就系爭房地所為買賣債權行為及移轉登記物權行為 均無效，劉瑞麟應塗銷系爭房地所有權移轉登記，為有理由 ，應予准許。,民法第87條、民法第242條、民法第113條、民法第767條,high,,Y
silver,判決關鍵詞抽取(未核對),"TPHV,112,上,331,20251216,1",,2025-12-16,解除契約等,⒌按契約解除時，當事人雙方回復原狀之義務，除法律另有規 定或契約另有訂定外，由他方所受領之給付物，應返還之； 受領之給付為金錢者，應附加自受領時起之利息償還之，應 付利息之債務，其利率未經約定，亦無法律可據者，週年利 率為百分之五，民法第259條第1款、第2款、第203 條定有 明文。,民法第259條、民法第203條,low,,Y
silver,判決關鍵詞抽取(未核對),"TPHV,114,上,266,20251230,1",,2025-12-30,塗銷所有權移轉登記等,3、上訴人再以吳秀花未得到乙○○書面授權，即代理乙○○為 系爭土地所有權移轉登記，應係無權代理及自己代理行 為，且違反民法第531條規定，應為無效，吳秀花應塗銷 該所有權登記並返還系爭房地予上訴人云云，執為主張 。,民法第531條,high,,Y
silver,判決關鍵詞抽取(未核對),"TPHV,114,上,266,20251230,1",,2025-12-30,塗銷所有權移轉登記等,按受 監護宣告之人，無行為能力；無行為能力人之意思表示， 無效，民法第15條、第75條定有明文。,民法第15條、民法第75條,high,,Y
silver,判決關鍵詞抽取(未核對),"TPHV,114,上,266,20251230,1",,2025-12-30,塗銷所有權移轉登記等,其經債權人 起訴而送達訴狀者，與催告有同一之效力，民法第229 條第 2項定有明文。,民法第229條,medium,,Y
silver,判決關鍵詞抽取(未核對),"TPHV,114,上,733,20251231,1",,2025-12-31,返還買賣價金等,惟上訴人至1 12年12月31日未遵期履行，被上訴人遂於113年1月3日寄發 臺中向上郵局存證號碼15號存證信函（下稱系爭存證信函） ，催告上訴人於7日內辦妥交屋等相關事宜，否則期滿即逕 解除系爭買賣契約，不另通知，上訴人屆期仍未履行，是系 爭買賣契約於113年1月11日已合法解除。,,medium,,Y
silver,判決關鍵詞抽取(未核對),"TPHV,114,上,733,20251231,1",,2025-12-31,返還買賣價金等,二、上訴人則以：兩造所簽訂之系爭買賣契約第12條第3項後段 係約定「...如賣方毀約不賣或給付不能或不為給付或有其 他違約情事時，買方除得解除本契約外，賣方應於買方通知 解約日起3日內，立即將所收款項如數返還買方，並於解約 日起10日內另交付原所收款項計算之金額予買方，以為違約 損害賠償。,民法第12條,medium,,Y
silver,判決關鍵詞抽取(未核對),"TPHV,114,上,733,20251231,1",,2025-12-31,返還買賣價金等,如認被上訴人可依上開約定請求，依系爭買賣 契約第12條第3項及第4項之約定可知違約金之性質為損害賠 償總額預定性違約金，而非懲罰性違約金，被上訴人未受有 任何損害，且上訴人並非惡意違約，系爭買賣契約亦已記載 被上訴人知悉系爭房地於簽約時已有查封登記，但賣方已聲 請撤封，待撤封完成後交屋，上訴人已誠實告知並非蓄意拖 延，是此違約金數額顯然過高，應予酌減等語，資為抗辯。,民法第12條,medium,民法252 / 內政部公告:違約金上限1個月租金,Y
silver,判決關鍵詞抽取(未核對),"TPHV,114,重上,105,20251230,2",,2025-12-30,不動產所有權移轉登記,貳、實體事項： 一、被上訴人主張：伊於93年9月8日以總價588萬元買受取得系 爭不動產，且向訴外人寶華商業銀行股份有限公司【下稱寶 華銀行，嗣由星展（台灣）商業銀行股份有限公司（下稱星 展銀行）併購】為房屋貸款490萬元（下稱系爭房貸），由 伊持續繳納貸款本息直至110年2月間全數清償完畢並塗銷抵 押權登記，又系爭不動產自購入後即供伊父母居住，伊弟陳 照宏於101年間搬至系爭不動產居住，陳照宏結婚後仍與其 配偶即上訴人及其等子女同住於系爭不動產，而伊因個人財 務規劃，先於96年12月10日將系爭不動產借名登記於伊阿姨 曾玉妹名下，後因曾玉妹年事已高，伊於103年8月4日將系 爭不動產借名登記,民法第179條、民法第226條、民法第541條,low,,Y
silver,判決關鍵詞抽取(未核對),"TPHV,114,重上,105,20251230,2",,2025-12-30,不動產所有權移轉登記,⑴按稱借名登記者，謂當事人約定一方將自己之財產以他方名義登記，而仍由自己管理、使用、處分，他方允就該財產為出名登記之契約，其成立側重於借名者與出名者間之信任關係，在性質上應與委任契約同視，倘其內容不違反強制、禁止規定或公序良俗者，固應賦予無名契約之法律上效力，並類推適用民法委任之相關規定（最高法院98年度台上字第990號判決參照）。,,high,,Y
silver,判決關鍵詞抽取(未核對),"TPHV,114,重上,105,20251230,2",,2025-12-30,不動產所有權移轉登記,"⑵查兩造就系爭不動產所存有系爭借名登記關係，業經被上訴 人於112年7月21日為終止意思表示而消滅，既如前述，被上 訴人自得依民法第179條規定，請求上訴人將系爭不動產移 轉登記予被上訴人所有，然系爭不動產前供黃佩雅向永豐銀 行借款而抵押權擔保，嗣因黃佩雅未依約清償借款遭銀行聲 請拍賣，由執行法院以系爭執行事件進行執行拍賣程序，業 於114年6月18日以總價1,299萬元拍定，經執行法院作成分 配表，扣除土地增值稅、地價稅、房屋稅、執行費及債權人 受償金額後，上訴人可分配餘額為348萬1,555元，且已於11 4年10月27日發還上訴人之情，業據本院調閱系爭執行事件 卷宗核閱屬實，且有分配表、",民法第179條、民法第181條、民法第182條,low,,Y
silver,判決關鍵詞抽取(未核對),"TPHV,113,重上,557,20251223,1",,2025-12-23,返還買賣價金,二、上訴人則以：伊雖收到買賣價金800萬元，但被上訴人取得 系爭土地所有權狀，未依系爭契約第3條第5款約定辦理貸款 清償王樹堂之抵押債權，致系爭土地遭查封，伊無可歸責事 由，被上訴人不得解除系爭契約。,民法第3條,medium,,Y
silver,判決關鍵詞抽取(未核對),"TPHV,113,重上,557,20251223,1",,2025-12-23,返還買賣價金,則上訴人抗辯其無可 歸責之事由，被上訴人不得解除系爭契約云云，為無理由。,,medium,,Y
silver,判決關鍵詞抽取(未核對),"TPHV,113,重上,557,20251223,1",,2025-12-23,返還買賣價金,債權人於有第226條之情形時，得解除其契約。,民法第226條,medium,,Y
silver,判決關鍵詞抽取(未核對),"TPHV,113,重上,711,20251224,2",,2025-12-24,遷讓房屋等,"原租約到期後，兩造陸續約定將租 賃期限展延至111年12月31日止，詎展延期限屆至後，上訴 人未遵期返還系爭租賃物，經扣除押租金後，仍短繳37萬2, 700元租金，其後兩造間轉為不定期租賃關係，然上訴人持 續積欠租金未還，經伊以原審民事準備書㈡狀催告定期7日內 給付，逾期不履行，則終止該不定期限租賃關係（下稱系爭 催告），該書狀於同年月18日送達上訴人，仍未獲置理，則 不定期租賃關係於催告期限屆滿日即112年7月25日即已終止 。",,medium,內政部公告:押金上限2個月租金,Y
silver,判決關鍵詞抽取(未核對),"TPHV,113,重上,711,20251224,2",,2025-12-24,遷讓房屋等,倘認伊仍負有給付之責，然被上訴人請求之不 當得利金額過高，應予酌減，且吳英偉曾占用系爭車位、破 壞系爭房屋門鎖及屋內設備，被上訴人未提供合於約定使用 收益之租賃物，致伊受有支出修繕費用之損害，經抵銷後， 被上訴人已無餘額得請求，其終止兩造間不定期租賃關係不 合法等語，資為抗辯。,,medium,民法429、430:修繕義務,Y
silver,判決關鍵詞抽取(未核對),"TPHV,113,重上,711,20251224,2",,2025-12-24,遷讓房屋等,而系爭契約第16條 前段亦約定：乙方若積欠租金超過15天(承租方不得以押金 抵扣租金)經甲方催告仍不支付時，即屬乙方違約，甲方得 逕行終止租約（見原審卷一第37頁）。,民法第16條,medium,內政部公告:押金上限2個月租金,Y
silver,判決關鍵詞抽取(未核對),"TPHV,112,上,686,20251203,1",,2025-12-03,返還買賣價金,惟被上訴人未依系爭買賣契約第6條第6項約定（下稱系 爭約定）提供農業使用證明書（下稱農用證明），亦未告知 系爭土地遭罰款8萬元並遭列管，致伊無法在系爭土地搭蓋 資材室，欠缺契約預定效用，自具有物之瑕疵（下稱系爭瑕 疵），被上訴人應負買賣物之瑕疵擔保責任。,民法第6條,medium,民法354 / 359:瑕疵擔保,Y
silver,判決關鍵詞抽取(未核對),"TPHV,112,上,686,20251203,1",,2025-12-03,返還買賣價金,又上訴人僅交付第一期買賣價金300萬元，即未依 約給付所餘價金及稅金，伊業於110年11月8日催告上訴人限 期給付，上訴人仍未給付，伊自得於同年12月1日發函向上 訴人解除系爭買賣契約，並沒收上訴人已交付之第一期買賣 價金300萬元等語，資為抗辯。,,medium,,Y
silver,判決關鍵詞抽取(未核對),"TPHV,112,上,686,20251203,1",,2025-12-03,返還買賣價金,㈣被上訴人於110年11月17日以原審卷第35頁之律師函，催告上 訴人於收受函文7日內，給付買賣價金，如逾期未給付，被 上訴人將依約解除系爭買賣契約（見原審卷第35至36頁）。,,medium,,Y
silver,判決關鍵詞抽取(未核對),"TPHV,113,家上,269,20251231,1",,2025-12-31,返還房屋等,又無權占有他人之物，係 侵害他人所有權之利益歸屬，其所受利益應為占有使用本身 ，依其性質不能返還，按諸同法第181條但書規定，應以相 當之租金，為受益人應償還之價額。,民法第181條,low,,Y
silver,判決關鍵詞抽取(未核對),"TPHV,113,家上,269,20251231,1",,2025-12-31,返還房屋等,其經債權人 起訴而送達訴狀，與催告有同一之效力；遲延之債務，以支 付金錢為標的者，債權人得請求依法定利率計算之遲延利息 ；應付利息之債務，其利率未經約定，亦無法律可據者，週 年利率為百分之五，民法第229條第2項、第233條第1項前段 、第203條定有明文。,民法第229條、民法第233條、民法第203條,medium,,Y
silver,判決關鍵詞抽取(未核對),"TPHV,113,上,1320,20251230,1",,2025-12-30,返還買賣價金等,"理由 一、上訴人於原審依民法第179條、第259條第1款、第2款、殯葬 服務定型化契約應記載事項及不得記載事項（下稱殯葬契約 記載事項）第14條第1項後段規定，請求被上訴人返還已受 領之簽約金新臺幣（下同）480萬元本息，及賠償契約總價2 倍之懲罰性違約金1,088萬元。",民法第179條、民法第259條、民法第14條,high,民法252 / 內政部公告:違約金上限1個月租金,Y
silver,判決關鍵詞抽取(未核對),"TPHV,113,上,1320,20251230,1",,2025-12-30,返還買賣價金等,嗣上訴後，另主張依骨灰（ 骸）存放單位使用權買賣定型化契約應記載及不得記載事項 （下稱骨灰存放契約記載事項）第25條第1項、第27條第2項 、第3項規定為請求權基礎（本院卷第140頁），核屬補充法 律上之陳述；另上訴人於本院就請求返還簽約金部分減縮為 464萬元（本院卷第362頁），核屬減縮應受判決事項之聲明 ，依民事訴訟法第463條準用第256條、第446條第1項但書、 第255條第1項第3款規定，均應予准許。,民法第25條、民法第27條、民事訴訟法第463條、民法第256條、民法第446條、民法第255條,high,民法247-1:定型化契約顯失公平,Y
silver,判決關鍵詞抽取(未核對),"TPHV,113,上,1320,20251230,1",,2025-12-30,返還買賣價金等,然自簽訂系爭契約起迄至111年，被上訴人均未完成 系爭光之殿堂VIP塔位之建造，伊分別於111年8月31日、同 年9月28日寄發律師函（下分稱第一、二次律師函）催告被 上訴人履行契約，復於111年10月6日寄發律師函（下稱第三 次律師函）為解除系爭契約之意思表示，被上訴人於同年10 月7日收受，系爭契約於同年10月8日解除。,,medium,,Y
silver,判決關鍵詞抽取(未核對),"TPHV,113,上,1147,20251224,2",,2025-12-24,返還買賣價金,"四、查聲請人於原審起訴主張其向被上訴人購買系爭車輛，交車 後發現該車有後尾門自動感應打開及後鏡頭沾水影像模糊之 瑕疵，得依民法第359條規定解除買賣契約並依同法第259條 第1款規定，請求被上訴人給付457萬8,156元本息等語（見 原審卷9至12、166至167頁）；在本院新增主張：系爭車輛 物之瑕疵經屢修不復，伊得依買賣契約第8條第4項第1款約 定、內政部汽車買賣定型化契約應記載及不得記載事項（下 稱應記載事項）第8條第1項第2款之規定解除買賣契約、請 求被上訴人返還價金457萬8,156元本息等語（見本院卷一19 5至199頁），並經本院調閱本訴訟卷宗核閱無訛。",民法第359條、民法第259條、民法第8條,high,民法247-1:定型化契約顯失公平,Y
silver,判決關鍵詞抽取(未核對),"TPHV,114,上,551,20251230,1",,2025-12-30,調整租金,本件租金自69年起，即按土地申報總價 額6%計收，至今45年未曾變更，惟系爭租約成立後，系爭土 地價值有昇漲，及土地所處位置、周邊環境、交通、四周工 商繁榮程度、近來物價指數大幅變動等情事變更，非當時所 得預料，按原約定年租金收取顯失公平。,,high,民法247-1:定型化契約顯失公平,Y
silver,判決關鍵詞抽取(未核對),"TPHV,114,上,551,20251230,1",,2025-12-30,調整租金,二、上訴人則以：兩造就系爭土地之租金約定按申報地價總額年 息6%計算，系爭土地歷年申報地價上漲，伊每年給付之租金 亦因此增加，並無顯失公平。,,high,民法247-1:定型化契約顯失公平,Y
silver,判決關鍵詞抽取(未核對),"TPHV,114,上,551,20251230,1",,2025-12-30,調整租金,且系爭房屋現供○○堂使用，並有頂樓增建，其利用系爭土 地之經濟價值及所得利益均有增加，原定租金即按當年度土 地申報總價額年息6%，顯失公平，是被上訴人依民法第227 條之2第1項規定請求調整租金，應有理由。,民法第227條,high,民法247-1:定型化契約顯失公平,Y
silver,判決關鍵詞抽取(未核對),"TPHV,110,重上,780,20251230,1",,2025-12-30,解除契約,2.原證1契約附件二全自動塗源設備規格書之13.2交機與驗收，1 3.2.2約定「製程驗收條件：Coating PR/IR玻璃尺寸76*76/75 *40mm Thickness:200um 無效區:2mm各20pcs目視無水波紋及 玻璃背面不回沾」（原審卷第43頁），原證3契約附件二全自 動塗源設備規格書之14.2交機與驗收，14.2.2約定「製程驗收 條件：Coating PR/IR玻璃尺寸76*76/75*40mm Thickness:200 um厚度，coating PR或UV或IR以光譜測試為基準，以定義膜厚 為允收條件 無效區:2mm各20pcs目視無水波紋及玻璃背面不回 沾」（原,,high,,Y
silver,判決關鍵詞抽取(未核對),"TPHV,110,重上,780,20251230,1",,2025-12-30,解除契約,11.綜上，系爭塗佈機於兩造約定之108年8月底，並無同年7月3 日白板所列問題，僅塗佈後是否有彩虹紋（非白板所列問題) 之事實不明，然縱使有彩虹紋，亦未逹得解除契約之重大程 度。,,medium,,Y
silver,判決關鍵詞抽取(未核對),"TPHV,110,重上,780,20251230,1",,2025-12-30,解除契約,3.依照當事人一方預定用於同類契約之條款而訂立之契約，為免 除或減輕預定契約條款之當事人之責任，或加重他方當事人之 責任，或使他方當事人拋棄權利或限制其行使權利，或其他於 他方當事人有重大不利益者之約定，按其情形顯失公平者，該 部分約定無效，為民法第247條之1所明定。,民法第247條,high,民法247-1:定型化契約顯失公平,Y
silver,判決關鍵詞抽取(未核對),"TPHV,114,上,653,20251223,1",,2025-12-23,所有權移轉登記等,然該 約定違反兒童權利公約第6條第2項、第13條第1項，依民法 第72條規定應屬無效；縱認有效，然伊於甲○○國中畢業前並 未告知兩造離婚之事實，乃甲○○受上訴人影響而有偏頗之認 知，其證詞不可採信；又系爭離婚協議第4條第2項約定之違 約金數額過高，應依民法第252條規定予以酌減。,民法第6條、民法第13條、民法第72條、民法第4條、民法第252條,high,,Y
silver,判決關鍵詞抽取(未核對),"TTDV,114,簡,2,20251224,1",,2025-12-24,返還租賃房屋等,而被告自113年9月15日起或未 支付租金，或未繳足租金，截至114年1月14日止，欠租額已 高達12萬元，即便扣除押金5萬元，仍有7萬元，經原告依民 法第440條第1項、第2項規定，於114年1月24日發送存證信 函定5日內催告被告繳納，並同時表明如於期限內不履行， 契約即為終止。,民法第440條,medium,內政部公告:押金上限2個月租金,Y
silver,判決關鍵詞抽取(未核對),"KSHV,114,上,151,20251231,2",,2025-12-31,遷讓房屋等,此項義務，為出租人之主給付義務 ，如出租人交付之租賃物，不合於約定之使用目的或於租賃 關係存續中未保持合於約定使用、收益之狀態者，即與債之 本旨不符，承租人得主張同時履行抗辯權，拒絕租金之支付 ，並得依債務不履行之規定請求損害賠償，或依瑕疵擔保責 任之規定行使瑕疵擔保請求權（最高法院98年度台上字第22 2號裁判意旨參照）。,,medium,民法354 / 359:瑕疵擔保,Y
silver,判決關鍵詞抽取(未核對),"KSHV,114,上,151,20251231,2",,2025-12-31,遷讓房屋等,又上訴人承租之 一樓禪房部分因有小部分漏水，致部分未能正常使用，乃提 出同時履行抗辯，固非全屬無據，惟審酌該漏水範圍僅70平 方公尺，占系爭建物全部面積尚微；且倘租賃物有修繕之必 要，然尚不至造成承租人對於租賃物全部不能使用、收益之 結果，承租人原得依民法第430條規定，經催告出租人不為 修繕後，自行修繕而請求出租人償還其費用或於租金中扣除 之。,民法第430條,medium,民法429、430:修繕義務,Y
silver,判決關鍵詞抽取(未核對),"KSHV,114,再,28,20251231,1",,2025-12-31,塗銷所有權移轉登記等,從而，本院112年度 上字第303號確定判決錯誤適用辦理強制執行事件應行注意 事項第16條第3款規定，認定再審被告之債權於111年6月28 日經訴外人王晧霖繳足價金時業受清償，再審原告得依民法 第281條規定，請求再審被告償還分擔額等情，適用法規顯 有錯誤，原確定判決乃認本院112年度上字第303號確定判決 有民事訴訟法第496條第1項第1款之再審事由，並無違誤。,民法第16條、民法第281條、民事訴訟法第496條,low,,Y
silver,判決關鍵詞抽取(未核對),"KSHV,114,再,28,20251231,1",,2025-12-31,塗銷所有權移轉登記等,又因再審被告債權既尚未因受領清償，則原確定判決認定再 審原告無從依民法第281條規定，請求再審被告清償分擔額 ，亦不得依民法第879條規定，請求再審被告償還，亦無違 誤。,民法第281條、民法第879條,low,,Y
silver,判決關鍵詞抽取(未核對),"KSHV,114,再,28,20251231,1",,2025-12-31,塗銷所有權移轉登記等,查原確定判決認定再審原告請求再審被告償還分擔額為無 理由，自無庸審酌進此認定再審被告所為抵銷抗辯及數額等 節是否有理由，並未以再審被告之抵銷抗辯為判決基礎，有 原確定判決在卷可稽（見原確定判決第14頁)，且再審原告 並未主張再審被告因此受法院宣告有罪之判決確定，或其刑 事訴訟不能開始或續行非因證據不足所致，依前揭說明，再 審原告以原確定判決有民事訴訟法第496條第1項第8款之再 審事由，自非適法。,民事訴訟法第496條,low,,Y
silver,判決關鍵詞抽取(未核對),"KSHV,114,重上,19,20251219,1",,2025-12-19,所有權移轉登記等,"酌減後，被上訴人受領金額即屬 不當得利，爰依民法第259條第2款、第179條規定，請求被 上訴人返還上訴人519萬5,000元（1,039萬元×1/2＝519萬5,0 00元）。",民法第259條、民法第179條,medium,,Y
silver,判決關鍵詞抽取(未核對),"KSHV,114,重上,19,20251219,1",,2025-12-19,所有權移轉登記等,"㈣又，就施清鴻部分，於違約金酌減後，依民法第259條第2款 、第179條規定，亦得請求被上訴人返還519萬5,000元（1,0 39萬元×1/2＝519萬5,000元）。",民法第259條、民法第179條,medium,民法252 / 內政部公告:違約金上限1個月租金,Y
